Time,aMag,gMag,ang,bpm,but
1719598067,10.457628589570088,246.64508892052288,153.73702825258627,60.59381168611057,0
1719598073,10.226162251103993,397.5194237057361,35.068776077700946,65.51072858993857,0
1719598078,11.421929593916024,439.62972502876073,65.52654926665205,91.11182269285402,1
1719598083,7.808537740404199,513.1287650478826,175.85405054654316,99.37354324791318,0
1719598089,7.299719604058337,258.7323850862451,122.85500506329072,71.01832396526842,0
1719598094,5.075352344949223,276.479828301957,134.4306745333979,74.35140909767213,1
1719598099,10.72220171920617,488.83683430926453,130.06529246901607,80.95321221048287,1
1719598105,4.330400435336335,493.2996518040333,166.43282743446338,86.42498139786902,1
1719598110,3.883203571749629,612.3175098797676,107.88669994433084,75.11795494275601,0
1719598115,8.437479896082364,642.3337798239986,172.0552272396471,66.91031170550865,0
1719598121,6.640600253105147,519.6500308522644,119.67604241877908,80.17858584183848,0
1719598126,8.764225440659533,496.532653199547,46.99526296876914,93.6981613088318,1
